date,bitcoin,rsi_btc,mean_rsi_btc,sd_rsi_btc,gold,rsi_gold,mean_rsi_gold,sd_rsi_gold,score_btc,score_gold
11/12/2017,5716.301583,25.15818556,71.51749938,15.23846672,NA,NA,46.22758887,9.420079947,-3.042255804,0
11/13/2017,6550.227533,48.94577987,69.98360586,15.1928724,1277.95,49.01469376,46.22758887,9.201679926,-1.384716822,0.302890876
11/14/2017,6493.63,47.75710755,68.72681705,15.47930241,1274.6,44.20086897,46.36030815,8.01198879,-1.354693444,-0.269525986
11/15/2017,7301.42992,62.68220275,68.26460256,15.4517965,1282.2,55.61236709,45.31548966,8.321727543,-0.361278367,1.237348541
11/16/2017,7815.0307,69.1482574,68.0497061,15.39252315,1280,52.05648722,45.79052941,8.380684105,0.07136915,0.747666626
11/17/2017,7868.77,69.78041606,67.74121918,15.25997848,1284.35,58.16002454,46.27153913,8.765514386,0.13363039,1.356279265
11/18/2017,7817.140383,68.2305992,67.21130871,14.9534193,NA,NA,46.7320956,8.965414151,0.068164376,0
11/19/2017,8007.654067,70.9752696,66.77192995,14.63490885,NA,NA,46.88241654,8.965414151,0.287213244,0
11/20/2017,8049.72,71.60036484,66.3653569,14.31705114,1286.2,60.62014431,46.88241654,9.238324033,0.365648477,1.487036796
11/21/2017,8059.8,71.76847357,66.33518173,14.30426286,1283.3,54.79289919,47.53659405,9.122048101,0.379837248,0.795468853
11/22/2017,8268.035,75.25931648,66.39433494,14.33864369,1286.95,60.3307705,48.314988,9.296705177,0.618258026,1.292477525
11/23/2017,8236.72,73.67849337,67.06730525,14.20137256,1290.35,64.94613564,49.25995963,9.589908066,0.46553163,1.635696182
11/24/2017,8250.978333,73.96579073,67.39080888,14.24956108,1290.5,65.15252337,50.491289,9.636664411,0.461416447,1.521401363
11/25/2017,8707.407267,81.44596347,67.98088987,14.47103389,NA,NA,51.79426124,8.577872828,0.93048456,0
11/26/2017,8768.8,82.23800977,68.89200113,14.5094859,NA,NA,52.83998709,8.577872828,0.919812648,0
11/27/2017,9718.29505,89.91821914,69.55237027,15.02455471,1294.9,70.9429307,52.83998709,9.246970204,1.355504324,1.957716226
11/28/2017,9952.50882,91.02300939,70.29758141,15.54429913,1291.85,62.62051365,53.70203203,8.91686803,1.333313764,1.000180959
11/29/2017,9919,89.405666,70.74724831,15.91040109,1283.85,46.21300579,54.75849449,8.344191489,1.172718248,-1.024124232
11/30/2017,10147.372,90.70450467,71.05957239,16.21793593,1280.2,40.61126173,55.13085299,8.850688542,1.211309032,-1.640504147
12/1/2017,10883.912,93.61673543,71.42501576,16.61166564,1275.5,34.41342849,54.71285448,9.894755079,1.335911771,-2.051533952
12/2/2017,10879.88,93.43184252,71.60416975,16.82608091,NA,NA,53.8543935,9.421597257,1.297252336,0
12/3/2017,11332.622,94.77009665,71.76449071,17.02972777,NA,NA,54.65849039,9.421597257,1.350908614,0
12/4/2017,11584.83,95.37571079,72.1081133,17.41117586,1273.45,31.95878946,54.65849039,10.43384601,1.336359915,-2.17558328
12/5/2017,11591.22,95.3913124,73.16231188,17.87349275,1266.3,24.83101112,53.57755225,12.00780725,1.243685318,-2.393987556
12/6/2017,13540.98,97.89348507,74.2170475,18.41001627,1263.7,22.70618566,52.69309894,13.67539357,1.286062827,-2.192764188
12/7/2017,16501.97167,98.92048768,75.27553617,18.92830378,1255,17.06735657,51.39182217,15.43018472,1.249184913,-2.224501276
12/8/2017,16860.88,98.98939757,76.30854154,19.38729494,1250.65,14.9285122,49.35914852,16.91405731,1.169882446,-2.035622541
12/9/2017,15142.83415,73.18581412,77.17653431,18.62372193,NA,NA,47.18451201,17.10243582,-0.21428156,0
12/10/2017,14869.805,69.84722721,78.10716341,17.48725342,NA,NA,46.5589955,17.10243582,-0.472340396,0
12/11/2017,15068.95,70.96206036,79.68660737,14.31486053,1247.15,13.37269504,46.5589955,18.17451394,-0.609474818,-1.825980082
12/12/2017,17276.39333,80.28492113,80.76726741,13.03719821,1240.9,11.0087386,44.97869548,19.58972226,-0.036997695,-1.734070368
12/13/2017,16808.36667,74.43825218,81.68730688,11.47194888,1242.65,15.81661037,43.16888809,20.47420502,-0.631893916,-1.33593845
12/14/2017,16252.31,67.68145937,81.85969504,11.21074912,1251,35.11585916,41.81725673,20.27123577,-1.264700112,-0.330586534
12/15/2017,17771.9,74.87323709,82.05710813,11.0278298,1254.6,41.75808414,40.84123254,20.11028137,-0.651431077,0.045591187
12/16/2017,19498.68333,80.54861081,82.42842519,10.7781605,NA,NA,40.35083239,20.20349455,-0.174409574,0
12/17/2017,19279.9,77.97388272,82.76440049,10.46715272,NA,NA,39.46037278,20.20349455,-0.457671527,0
12/18/2017,18961.85667,74.00598794,82.86890802,10.35982187,1260.6,51.33799887,39.46037278,19.86177566,-0.855508926,0.598014311
12/19/2017,17737.11167,60.35839758,82.48125397,10.98783496,1260.35,50.93520697,40.02597403,19.46821459,-2.013395402,0.560361244
12/20/2017,17382.94,56.85967474,81.96715746,11.82392788,1264.55,57.41233928,39.56478653,19.5787392,-2.123446876,0.911578247
12/21/2017,16047.51,45.40820166,80.93780867,13.5954069,1264.55,57.41233928,39.68952178,19.43472679,-2.613353706,0.911914929
12/22/2017,15190.945,39.51789517,79.75985701,15.58164503,NA,NA,39.55054886,19.02489987,-2.582651688,0
12/23/2017,13776.61,31.6868095,78.30196111,17.94223157,NA,NA,38.28076952,18.43440855,-2.598068776,0
12/24/2017,13949.175,33.54090013,76.65006237,19.75600847,NA,NA,36.86646669,18.43440855,-2.182078546,0
12/25/2017,14119.02833,35.52820904,75.03937959,21.13979269,NA,NA,36.86646669,18.43440855,-1.86904248,0
12/26/2017,13740.94,32.99415946,73.07648098,22.31881644,NA,NA,36.86646669,16.96220144,-1.795898166,0
12/27/2017,15589.32167,52.21838664,71.73839054,22.36761531,1279.4,73.73435623,34.9733298,18.18591089,-0.872690433,2.131376683
12/28/2017,14380.58167,42.92567411,70.1356322,22.71895827,1291,80.47799041,35.5907655,20.94694816,-1.197676309,2.142900463
12/29/2017,14214.01,41.74444564,68.4473543,22.95379878,NA,NA,37.49437575,21.57672702,-1.163332872,0
12/30/2017,13215.574,35.06994392,66.42849942,23.23398749,NA,NA,37.31102952,22.27099988,-1.349684617,0
12/31/2017,14165.575,44.76568219,64.75035596,22.96996269,NA,NA,37.49212958,22.27099988,-0.870035099,0
1/1/2018,13796,41.95358326,62.92909688,22.59555319,NA,NA,37.49212958,22.27099988,-0.928302726,0
1/2/2018,15005.85667,53.08553677,61.47081502,21.77653931,1312.05,87.30346838,37.49212958,25.42842709,-0.385060185,1.958883993
1/3/2018,15053.26167,53.48880278,60.02590089,20.81436785,1314.9,87.961033,40.95117202,27.56816222,-0.314066618,1.70522288
1/4/2018,15039.24,53.33234432,58.48930983,19.52383064,1314.5,87.22942343,44.89679838,28.79754429,-0.264136972,1.470008158
1/5/2018,17174.12,69.17338325,57.46354761,18.04952986,1317.15,87.99284258,48.92950075,29.02392722,0.648761255,1.345901316
1/6/2018,17319.198,69.97259431,56.46296819,16.3936412,NA,NA,53.36234362,28.10717826,0.824077211,0
1/7/2018,17155.95,67.69393398,56.27359301,16.22441084,NA,NA,55.92459905,28.10717826,0.703898655,0
1/8/2018,15265.90667,47.17234844,55.49170064,16.0927468,1319.95,88.80848796,55.92459905,28.37129341,-0.516962847,1.15905498
1/9/2018,14714.25333,42.80244232,54.52067933,15.97507394,1311,71.01620934,57.97984211,25.87976072,-0.733532568,0.503728275
1/10/2018,14437.42,40.62342264,53.15304145,15.37713826,1319.75,76.35907731,61.58256175,22.27127803,-0.814821236,0.663478564
1/11/2018,13296.794,32.70733553,51.71404432,15.26631995,1323.05,78.11467893,65.66695792,18.01382876,-1.2450092,0.691009178
1/12/2018,13912.882,39.99470843,50.75932877,15.09688498,1326.8,80.05657723,69.5605872,15.63109648,-0.713035858,0.671481367
1/13/2018,13791.19,39.03135839,49.52340192,14.50789562,NA,NA,72.36938208,13.79815203,-0.723195411,0
1/14/2018,13852.92,39.87895702,48.12100007,13.31866242,NA,NA,74.41013528,13.79815203,-0.618834143,0
1/15/2018,14012.196,42.26841385,46.889777,12.05037979,1339.25,85.11581081,74.41013528,13.59630896,-0.383503527,0.787395723
1/16/2018,13554.14,37.34344784,45.62555148,10.97955905,1333.85,75.52710119,75.07924,12.03572119,-0.754320242,0.037210997
1/17/2018,11116.94667,21.77041279,44.29493131,11.45813032,1335.65,76.54344536,76.5910589,9.911851258,-1.965810991,-0.004803698
1/18/2018,11345.42333,25.14692453,43.2013882,11.7263122,1332.2,70.10475747,78.1915738,8.552673458,-1.539654016,-0.945530818
1/19/2018,11174.82,24.24531473,42.47163348,12.23168911,1334.95,72.25154782,78.98484993,6.650437875,-1.490090092,-1.012459967
1/20/2018,12950.79333,47.04898947,42.73132639,12.24667588,NA,NA,79.91230047,6.650437875,0.352557961,0
1/21/2018,11505.228,36.67930339,42.90348135,12.12031369,NA,NA,79.91230047,6.650437875,-0.513532745,0
1/22/2018,11513.42,36.770428,43.01484438,12.04582452,1332.6,67.47397901,79.91230047,7.11088955,-0.518388456,-1.749193455
1/23/2018,11223.064,34.72661475,42.9872032,12.06452261,1333.4,68.29740513,79.1806345,7.360068832,-0.684700814,-1.478685814
1/24/2018,11282.25833,35.56904567,43.07599238,11.99764155,1353.7,81.79289324,78.57601064,7.190673393,-0.625701866,0.447368755
1/25/2018,11392.03,37.30053597,42.56158373,11.91115013,1354.95,82.32740348,78.74532025,7.12795486,-0.441690996,0.502540111
1/26/2018,10969.815,33.32588921,42.23055667,12.03343798,1353.15,78.49839551,79.1975859,7.12266534,-0.739993631,-0.09816415
1/27/2018,11524.77667,42.60184435,42.26012214,12.03325427,NA,NA,79.09339669,7.12266534,0.028398154,0
1/28/2018,11431.37,41.48108009,42.4811958,11.95507774,NA,NA,79.09339669,7.12266534,-0.083656144,0
1/29/2018,11212.655,38.72835106,42.27301197,11.96643645,1343.85,61.45803212,79.09339669,7.975747077,-0.296216917,-2.211123848
1/30/2018,10184.06167,28.47457725,41.80821866,12.23797755,1344.9,62.51800565,78.21162846,8.494704229,-1.089529815,-1.847459592
1/31/2018,10082.52,27.64097926,40.93082012,12.31247103,1345.05,62.68715462,77.46431309,8.763275809,-1.079380478,-1.686259658
2/1/2018,9083.258333,20.74500362,39.8017236,12.61731768,1341.35,55.55198018,76.29210768,9.433643566,-1.510362223,-2.198527786
2/2/2018,8901.901667,19.7149943,38.64250464,12.87153126,1331.15,40.78547014,74.74881945,11.56481736,-1.470494066,-2.93678216
2/3/2018,8852.73,19.41344416,36.92664467,11.93909844,NA,NA,72.53720262,11.29527,-1.466877972,0
2/4/2018,8400.648333,16.7031784,35.08976826,10.70761157,NA,NA,71.76442062,11.29527,-1.717151368,0
2/5/2018,6838.816667,10.73115951,33.12553465,9.689288037,1333.6,44.84849525,71.76442062,12.47807672,-2.311250843,-2.157057211
2/6/2018,6925.46,12.72846053,31.93781438,10.01164041,1331.4,41.87171694,70.48270989,13.21343087,-1.918701937,-2.165296298
2/7/2018,8099.958333,35.3521286,31.68090701,9.816578155,1324.65,33.90482208,68.24762556,15.16257667,0.373981802,-2.264971464
2/8/2018,8240.536667,37.58663635,31.57619024,9.733625146,1315.45,26.09615647,66.48041664,17.33648212,0.617493074,-2.329437996
2/9/2018,8245.08,37.66697969,31.74721246,9.797570499,1314.1,25.116729,64.08694422,18.97263954,0.604207669,-2.0540218
2/10/2018,8319.876566,39.1548105,31.71825046,9.773531765,NA,NA,61.56323232,18.97382827,0.760887693,0
2/11/2018,8343.455,39.67851775,31.7405663,9.791548314,NA,NA,60.63856507,18.97382827,0.810694202,0
2/12/2018,8068.02,35.55374722,31.59142113,9.695627836,1322.3,40.71193177,60.63856507,18.99773619,0.40867143,-1.048895147
2/13/2018,8597.7675,47.63434873,31.77645337,9.954414055,1325.35,45.57631783,59.68967777,18.29826773,1.593051612,-0.771294865
2/14/2018,9334.633333,59.74522791,32.54892854,11.1938857,1336.25,59.33450855,57.80684477,17.84989158,2.429567364,0.085583925
2/15/2018,9471.64,61.64813188,33.92402231,12.22444534,1352.45,71.63243488,57.03576893,17.61212271,2.267923722,0.828785161
2/16/2018,10127.16167,69.58545535,35.45638544,13.77217975,1352.1,71.09644734,56.80191129,17.65086194,2.478116793,0.809849179
2/17/2018,10841.99167,75.86925018,37.23652114,15.49937338,NA,NA,56.84913462,17.74373498,2.492534898,0
2/18/2018,11085.83,77.68395124,38.29289914,17.14830695,NA,NA,56.07901396,17.74373498,2.297081118,0
2/19/2018,11110.965,77.88178896,39.7136745,18.65087235,1346.6,62.60302266,56.07901396,17.35295132,2.04645197,0.375959604
2/20/2018,11390.39167,80.14020255,41.20918397,20.08972966,1339.85,53.54483143,56.38968104,17.17336716,1.937856768,-0.165654736
2/21/2018,11245.98,75.54064046,42.61656416,21.02711431,1330.5,43.48780831,55.7263883,17.1186052,1.565791474,-0.714928573
2/22/2018,9931.071667,47.12495682,43.01504386,20.99826549,1328.35,41.42350508,54.54497893,16.14474056,0.195726307,-0.812739839
2/23/2018,10162.11667,50.8717342,43.48301621,21.01757882,1327.95,41.00565626,52.62262711,14.80595206,0.351549436,-0.784614917
2/24/2018,10171.3,51.03087481,44.09353296,20.96908872,NA,NA,50.65492486,13.7080509,0.330836592,0
2/25/2018,9696.593333,42.76783418,44.09925674,20.96868965,NA,NA,49.26275133,13.7080509,-0.063495744,0
2/26/2018,10348.60333,54.45532563,44.54664452,21.04908827,1333.5,49.20817204,49.26275133,13.36096061,0.470741582,-0.004084982
2/27/2018,10319.46,53.88777553,45.0693833,21.08763606,1325.75,40.20198735,49.26015231,13.19479488,0.41817832,-0.686495322
2/28/2018,10370.165,54.83280742,45.97828778,20.91415686,1317.85,33.0807932,48.24795971,13.16661821,0.423374449,-1.151940936
3/1/2018,11009.38167,65.20540244,47.27361272,20.90114635,1307.75,26.22743649,46.84618769,13.375524,0.857933312,-1.541528481
3/2/2018,10931.12,63.1564542,48.73607653,20.45770381,1322.3,45.12453614,45.11001063,13.16032035,0.704887401,0.001103735
3/3/2018,11326.94833,68.86584935,50.4309336,19.9983704,NA,NA,44.61346568,13.47218266,0.921820897,0
3/4/2018,11430.18167,70.25302819,52.18402271,19.40165621,NA,NA,44.80486545,13.47218266,0.931312527,0
3/5/2018,11516.83,71.48352203,54.07300008,18.4681008,1320.4,43.44764439,44.80486545,13.13439899,0.942734834,-0.10333332
3/6/2018,10763.19833,50.51376933,55.44481421,16.50709756,1331.4,54.69448084,44.74023588,13.31297799,-0.298722708,0.747709864
3/7/2018,10118.058,39.16541156,56.35643321,14.69425447,1329.4,52.50391367,45.20909234,13.38170574,-1.169914519,0.545133892
3/8/2018,9920.46,36.28455704,56.38858591,14.6475993,1321,43.96969576,45.71538742,13.11513452,-1.372513574,-0.133105128
3/9/2018,9089.278333,26.73861394,56.01451617,15.27019768,1320.6,43.580478,46.19466712,12.30540879,-1.917192092,-0.212442282
3/10/2018,8746.002,23.75984734,55.53495989,16.06468237,NA,NA,47.02725386,11.52659865,-1.977948385,0
3/11/2018,8777.37,24.64496445,55.03462037,16.80209939,NA,NA,48.1227801,11.52659865,-1.808682071,0
3/12/2018,9182.843333,35.76731177,54.8997512,16.94485491,1319.15,42.02451999,48.1227801,11.31327746,-1.129100221,-0.539035671
3/13/2018,9154.7,35.34945444,54.89270662,16.95322537,1322.75,47.40400793,47.83238676,11.19632752,-1.15277487,-0.038260655
3/14/2018,9153.54,35.32982474,54.46841269,17.29196104,1323.55,48.62629403,48.15105705,11.18102991,-1.106791064,0.042503864
3/15/2018,8358.121667,24.54558104,53.25463176,18.12372171,1318.75,41.88721078,48.29629402,10.96596356,-1.584059344,-0.584452356
3/16/2018,8530.402,29.89361089,52.15964828,18.55268161,1310.1,32.51677326,47.46547031,9.928770558,-1.20015197,-1.505593967
3/17/2018,8297.89,26.92211031,50.68849845,18.81124878,NA,NA,45.60281976,8.237233812,-1.263413632,0
3/18/2018,8171.415,25.34111568,48.94614898,18.73551645,NA,NA,44.32813838,8.237233812,-1.259908333,0
3/19/2018,8412.033333,33.86651339,47.43520285,18.09091769,1312.4,36.85093381,44.32813838,8.192785457,-0.750027704,-0.912657192
3/20/2018,8605.64,40.20568553,46.13602687,17.15496587,1311,35.26039443,43.97208102,7.195885101,-0.345692401,-1.210648373
3/21/2018,8947.753333,49.98124461,45.0960628,15.88725614,1321.35,52.68183445,42.6700511,7.132863176,0.307490593,1.403613542
3/22/2018,8690.408333,43.77033479,44.00053502,14.76895563,1329.15,61.65465212,42.62895601,8.25553848,-0.015586764,2.304597835
3/23/2018,8725.37,44.84471887,43.92190613,14.75779304,1346.6,74.25616956,43.49404381,10.6154769,0.062530538,2.897856219
3/24/2018,8662.378333,43.1314444,43.65499958,14.69748221,NA,NA,45.05750402,10.8495177,-0.0356221,0
3/25/2018,8617.296667,41.8123232,43.33711849,14.63180129,NA,NA,45.26009641,10.8495177,-0.104211044,0
3/26/2018,8457.96,37.17558869,43.14428244,14.67635493,1352.4,77.1376254,45.26009641,12.65763828,-0.406687749,2.518442089
3/27/2018,7876.195,25.33805972,42.14023879,14.86962135,1341.45,62.01661276,46.77807398,13.08207098,-1.129966841,1.164841469
3/28/2018,7960.38,29.10718403,41.28573563,14.88244256,1332.45,52.29475919,47.38799973,13.01592402,-0.818316721,0.376981262
3/29/2018,7950.61,28.91173966,40.39190571,14.81801786,1323.85,44.58813488,47.96384601,12.59339125,-0.774743704,-0.268054177
3/30/2018,6882.531667,15.65341708,38.68321656,14.71111892,NA,NA,48.51181466,11.81089345,-1.565468922,0
3/31/2018,6935.48,17.80934333,37.11952308,14.42412017,NA,NA,49.62603357,12.08561335,-1.338742296,0
4/1/2018,6937.56,17.90445744,35.36223371,13.49256727,NA,NA,49.86295449,12.08561335,-1.293880988,0
4/2/2018,7035.848333,22.77700056,33.72512931,11.89339514,NA,NA,49.86295449,12.08561335,-0.920521737,0
4/3/2018,7410.435,38.76032877,32.59674333,9.493253924,1333.45,53.42810195,49.86295449,12.00793341,0.649259515,0.296899336
4/4/2018,7426.48,39.38043865,32.21283538,8.952527355,1337.3,56.62977484,50.38824173,12.05460788,0.800623442,0.517771559
4/5/2018,6826.51,27.4066905,31.80736224,8.892472251,1327.7,47.27842272,50.49009931,12.06571487,-0.494876072,-0.266182039
4/6/2018,6603.876667,24.24975644,31.39236911,8.956656601,1331.2,50.70291015,50.21507347,11.9705975,-0.797464164,0.04075291
4/7/2018,6634.68,25.61759413,31.35371326,8.979848042,NA,NA,50.56945317,12.19390941,-0.638776859,0
4/8/2018,7017.656667,40.9215061,31.94549459,9.026893736,NA,NA,50.95772957,12.19390941,0.994363263,0
4/9/2018,6699.273333,34.17645599,32.27416672,8.924527614,1331.95,51.48211239,50.95772957,11.85096048,0.213152937,0.044248128
4/10/2018,6784.41,37.36201444,32.32915646,8.951691475,1338.95,58.53955772,50.98532867,11.7625346,0.562224245,0.642227998
4/11/2018,6926.266667,42.69396026,32.58241528,9.142062803,1350.75,67.68298069,51.85454118,12.24635587,1.106046327,1.292502005
4/12/2018,7847.845,65.01643751,33.60609159,10.94498059,1341.35,56.27553816,52.92185553,12.22300653,2.869840258,0.274374608
4/13/2018,7941.46,66.54392639,35.05431039,12.38688552,1343.7,58.30277229,53.32444733,11.94669798,2.542173814,0.416711377
4/14/2018,8036.511051,68.17203111,36.37425592,13.77861088,NA,NA,54.18842425,11.04342222,2.307763494,0
4/15/2018,8340.748333,73.02087916,37.96386864,15.23172915,NA,NA,55.39240486,11.04342222,2.301577856,0
4/16/2018,8368.1,73.44060633,39.62247176,16.3834009,1349.35,63.05467384,55.39240486,10.87528367,2.064170606,0.70455808
4/17/2018,7895.416926,56.05200663,40.38748877,16.62127443,1342.1,53.95134924,55.79568218,9.882643693,0.942437833,-0.186623438
4/18/2018,8164.937426,61.97530671,41.13816536,17.09754396,1351.45,62.09471625,56.69570404,8.464886552,1.21872132,0.637812707
4/19/2018,8175.96,62.21561908,41.56004034,17.47040957,1348.6,58.45876627,58.10803677,8.362284201,1.182317945,0.04194183
4/20/2018,8852.718333,73.90081212,42.59902232,18.47368881,1336.75,45.63806288,58.41208581,8.812428516,1.694398456,-1.449546275
4/21/2018,8807.205,72.16889708,43.54123536,19.27188008,NA,NA,57.56910743,8.058361388,1.48546284,0
4/22/2018,8930.6,74.06992287,44.60807945,20.08746627,NA,NA,56.64204843,8.058361388,1.466677929,0
4/23/2018,8933.861667,74.12383017,45.72226934,20.80997234,1324.3,36.05286824,56.64204843,9.145537041,1.364805314,-2.251281701
4/24/2018,9555.542,82.24270654,47.27630789,21.80776329,1328.85,41.25558595,55.55840736,8.085237091,1.60339225,-1.769004576
4/25/2018,9658.11,83.2435597,49.27304927,22.37100585,1321.65,35.91965334,53.66987897,8.775713959,1.518506171,-2.022653167
4/26/2018,9258.398333,66.41204222,50.55942369,22.24219624,1320.7,35.22601967,52.29635479,9.609888873,0.712727213,-1.776330127
4/27/2018,9010.32,58.01201833,51.56288157,21.88422969,1321.5,36.41901723,51.39800008,10.10165739,0.294693341,-1.48282428
4/28/2018,8928.55,55.34945408,52.93171044,20.77108023,NA,NA,50.96804652,10.10165739,0.116399514,0
4/29/2018,9334.281667,64.6407786,54.54658751,19.73770165,NA,NA,50.96804652,10.10165739,0.511416743,0
4/30/2018,9259.57,61.90383506,56.06380743,18.47090272,1313.2,29.83984143,50.96804652,10.90838324,0.316174457,-1.936877778
5/1/2018,9239.55,61.10390543,57.38542484,17.34072055,1307.1,25.87581172,49.91163626,11.85553461,0.214436337,-2.027392718
5/2/2018,9221.426,60.29010456,58.1278309,16.97179974,1304.2,24.11828143,48.76707319,12.95377142,0.127403911,-1.902827444
5/3/2018,9639.268333,70.67837962,59.20707025,16.73047819,1315.05,41.32326992,47.37136745,12.8368778,0.685653407,-0.471150199
5/4/2018,9753.35,72.91087706,60.77618013,15.74640357,1309.4,36.36864317,46.64248626,13.02917552,0.770632918,-0.788525957
5/5/2018,9803.306667,73.91440452,62.4887542,14.26278528,NA,NA,46.12297295,13.32422345,0.801081282,0
5/6/2018,9630.136277,64.37579619,63.82524393,12.37543041,NA,NA,45.89397609,13.32422345,0.044487524,0
5/7/2018,9631.44,64.41568711,64.6353881,11.56498644,NA,NA,45.89397609,13.32422345,-0.018997082,0
5/8/2018,9228.608333,46.0367682,65.04436438,10.62053444,1306.6,34.0351757,45.89397609,13.50895956,-1.789702419,-0.877847057
5/9/2018,9322.041667,49.86497756,65.47550104,9.667677832,1313.85,44.64604961,45.02162926,13.12912185,-1.614712835,-0.028606609
5/10/2018,9310.37,49.36025344,65.70537322,9.173257055,1318.8,50.87171082,44.32695385,12.04880838,-1.781822932,0.543187074
5/11/2018,8468.788,26.79546725,64.38740873,11.67918528,1324.35,57.11204557,43.48639036,12.09689624,-3.218712657,1.126376133
5/12/2018,8484.346667,27.50243744,63.04115049,13.5258812,NA,NA,43.52821573,11.90374996,-2.627460091,0
5/13/2018,8463.52,27.09823454,61.62481268,15.03564555,NA,NA,42.75060749,11.90374996,-2.296314982,0
5/14/2018,8652.038333,36.79954038,60.37580099,15.55079325,1319.85,51.04600335,42.75060749,11.73380104,-1.516080899,0.706965785
5/15/2018,8511.458,33.01883543,58.98194682,16.1383894,1295,30.44310147,43.16537728,11.07167106,-1.608779584,-1.149083615
5/16/2018,8471.06,31.93108983,58.15019107,16.89847283,1291.25,28.44410639,41.53479866,11.03516061,-1.551566316,-1.186271114
5/17/2018,8106.118333,23.7691872,56.83273868,18.0403535,1289.5,27.47274773,40.25943652,10.10603405,-1.832755189,-1.26525289
5/18/2018,8240.055,31.21474071,55.76374287,18.61919952,1288.3,26.74997492,38.52833809,9.267208909,-1.31847785,-1.270972014
5/19/2018,8239.08,31.18915349,54.29092706,18.82147263,NA,NA,36.94289853,9.286061592,-1.227415836,0
5/20/2018,8507.406667,45.4011204,53.36790027,18.56805895,NA,NA,36.4852583,9.286061592,-0.429058303,0
5/21/2018,8385.556187,40.96759619,52.22644073,18.26496217,1288.35,26.84250761,36.4852583,9.292018156,-0.616417622,-1.037745571
5/22/2018,8396.63,41.56596131,51.1037556,17.86721411,1293.05,35.658199,36.00312076,9.292326021,-0.533815414,-0.03711899
5/23/2018,7555.74,22.01461183,49.02692475,17.61706354,1289,31.84300454,35.9833873,9.249512053,-1.533303939,-0.44763256
5/24/2018,7566.193333,22.53724307,46.93360348,17.00205165,1304.85,54.04569577,35.51275823,10.13693749,-1.434906852,1.828258047
5/25/2018,7576.78,23.13916422,45.44143528,17.12991185,1303.5,52.36912119,36.41906035,10.7377331,-1.301948968,1.485421615
5/26/2018,7342.908333,19.31374224,44.10701196,17.61608999,NA,NA,37.27621543,11.03002435,-1.407421836,0
5/27/2018,7361.831667,20.54018471,42.90669233,18.00433096,NA,NA,37.32133112,11.03002435,-1.242284852,0
5/28/2018,7344.56,20.21656169,41.37482278,17.9789416,NA,NA,37.32133112,11.03002435,-1.176835743,0
5/29/2018,7459.876667,28.85233885,40.23511602,17.67614292,1295.5,43.20484201,37.32133112,10.9522896,-0.643962725,0.537194605
5/30/2018,7385.395,26.69864893,39.04872786,17.37753103,1300.7,49.79413398,38.02475221,10.85244328,-0.710692383,1.084491434
5/31/2018,7386.72,26.81078971,37.89426873,17.02447914,1305.35,55.16166356,39.28361127,10.77900263,-0.651031901,1.47305394
6/1/2018,7535.146667,38.89393303,36.79825333,15.81893766,1294.6,42.92125719,40.91747349,10.78857482,0.132479168,0.185732011
6/2/2018,7645.146667,46.4534343,35.88592772,14.35723959,NA,NA,41.00157808,11.04116283,0.736040275,0
6/3/2018,7637.14,45.97574602,34.9225257,12.53619393,NA,NA,41.25896336,11.04116283,0.881704637,0
6/4/2018,7500.273333,38.22315132,34.02071036,11.21253533,1295.45,44.05388388,41.25896336,10.74922258,0.374798459,0.26001141
6/5/2018,7615.722142,46.93251581,33.41784238,9.914827684,1292.05,40.35775357,41.40606444,10.46515058,1.363076985,-0.100171599
6/6/2018,7619.43,47.20832435,33.45824087,9.970312002,1300.1,51.47908793,41.35364889,10.54967727,1.379102628,0.959786615
6/7/2018,7676.271667,51.65300266,33.51989691,10.08031587,1297.25,47.83533742,42.22584451,10.6121047,1.798862852,0.528593815
6/8/2018,7620.153333,47.1325522,33.44307962,9.963099539,1298.25,49.28854257,42.3853089,10.55120062,1.374017446,0.654260488
6/9/2018,7615.54,46.74451378,34.13097778,10.17417662,NA,NA,42.30615048,10.23196711,1.239759881,0
6/10/2018,6776.888333,17.14196531,33.77372012,10.58870017,NA,NA,41.52689285,10.23196711,-1.570707881,0
6/11/2018,6875.678333,23.70874562,33.65684119,10.68330045,1299.6,51.39760703,41.52689285,10.20071248,-0.931181859,0.967649485
6/12/2018,6879.31,23.96435456,33.21424858,10.81353058,1298.65,49.71864532,42.02042856,10.1430547,-0.855399996,0.758964334
6/13/2018,6315.7,14.97810171,32.59215431,11.33169425,1296.15,45.23212918,41.95406066,9.792740057,-1.554405918,0.33474477
6/14/2018,6647.013333,32.2180224,32.60204854,11.33122169,1302.75,57.04073494,42.69351204,9.689838095,-0.033890974,1.480646298
6/15/2018,6637.41,32.00100276,32.88590425,11.20444674,1285.25,34.36909667,44.12334347,9.175170426,-0.078977705,-1.063113419
6/16/2018,6509.426667,28.99742472,32.80944508,11.22380681,NA,NA,44.46816092,8.39654139,-0.339637026,0
6/17/2018,6464.411667,27.93340198,32.69717778,11.25682719,NA,NA,45.40069702,8.39654139,-0.42318992,0
6/18/2018,6445.79,27.4525805,32.07826261,11.02442006,1281.55,31.33111453,45.40069702,8.757222059,-0.419585074,-1.60662621
6/19/2018,6737,44.64546883,32.20508581,11.15076461,1276.15,27.27165239,44.6972179,8.711578114,1.115652913,-2.000276561
